Season,Home,Away,Date,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets
2017-18,PHI,DAL,2018-04-08,20846,20478,15316.0,2297.0,676.0,18289.0
2017-18,PHX,GSW,2018-04-08,18055,18055,6577.0,2318.0,3520.0,12415.0
2017-18,TOR,ORL,2018-04-08,19948,19800,14695.0,1596.0,1957.0,18248.0
2017-18,CHI,BRK,2018-04-07,21669,20917,9675.0,5543.0,4213.0,19431.0
2017-18,GSW,NOP,2018-04-07,19596,19596,14729.0,1849.0,1408.0,17986.0
2017-18,HOU,OKC,2018-04-07,18055,18055,12131.0,1342.0,2623.0,16096.0
2017-18,LAC,DEN,2018-04-07,16166,19068,11131.0,3645.0,625.0,15401.0
2017-18,NYK,MIL,2018-04-07,19812,19812,11391.0,2852.0,3554.0,17797.0
2017-18,SAS,POR,2018-04-07,18610,18418,12824.0,2932.0,1093.0,16849.0
2017-18,BOS,CHI,2018-04-06,18624,18624,14565.0,848.0,1806.0,17219.0
2017-18,DET,DAL,2018-04-06,18768,20491,8370.0,5093.0,1235.0,14698.0
2017-18,LAL,MIN,2018-04-06,18997,18997,14646.0,391.0,1303.0,16340.0
2017-18,MEM,SAC,2018-04-06,16527,17794,10291.0,2611.0,480.0,13382.0
2017-18,NYK,MIA,2018-04-06,19569,19812,11322.0,769.0,5438.0,17529.0
2017-18,ORL,CHA,2018-04-06,17018,18846,6010.0,4573.0,2987.0,13570.0
2017-18,PHI,CLE,2018-04-06,20769,20478,15179.0,2335.0,1131.0,18645.0
2017-18,PHX,NOP,2018-04-06,18055,18055,5861.0,5695.0,909.0,12465.0
2017-18,TOR,IND,2018-04-06,19924,19800,14656.0,1766.0,1841.0,18263.0
2017-18,WAS,ATL,2018-04-06,19557,20356,9888.0,2242.0,2630.0,14760.0
2017-18,CLE,WAS,2018-04-05,20562,20562,15004.0,2900.0,1185.0,19089.0
2017-18,DEN,MIN,2018-04-05,16415,19520,5693.0,2455.0,3173.0,11321.0
2017-18,HOU,POR,2018-04-05,18055,18055,12232.0,2266.0,1110.0,15608.0
2017-18,IND,GSW,2018-04-05,17923,17923,9265.0,2513.0,4608.0,16386.0
2017-18,MIL,BRK,2018-04-05,18378,18717,7983.0,3163.0,4062.0,15208.0
2017-18,UTA,LAC,2018-04-05,18306,18306,10634.0,1741.0,1875.0,14250.0
2017-18,ATL,MIA,2018-04-04,16696,15711,6585.0,4702.0,3356.0,14643.0
2017-18,DET,PHI,2018-04-04,18395,20491,8390.0,2600.0,1728.0,12718.0
2017-18,LAL,SAS,2018-04-04,18997,18997,14646.0,73.0,1650.0,16369.0
2017-18,NOP,MEM,2018-04-04,16521,16903,9327.0,1252.0,1778.0,12357.0
2017-18,ORL,DAL,2018-04-04,18112,18846,5849.0,4931.0,3256.0,14036.0
2017-18,TOR,BOS,2018-04-04,19963,19800,14657.0,1640.0,1859.0,18156.0
2017-18,CHI,CHA,2018-04-03,20139,20917,9870.0,3412.0,6601.0,19883.0
2017-18,CLE,TOR,2018-04-03,20562,20562,14975.0,2896.0,1201.0,19072.0
2017-18,DAL,POR,2018-04-03,19624,19200,12139.0,2306.0,1112.0,15557.0
2017-18,DEN,IND,2018-04-03,14743,19520,5479.0,1012.0,1020.0,7511.0
2017-18,HOU,WAS,2018-04-03,18055,18055,12107.0,2142.0,919.0,15168.0
2017-18,LAC,SAS,2018-04-03,17449,19068,11225.0,2244.0,1450.0,14919.0
2017-18,MIA,ATL,2018-04-03,19600,19600,12878.0,4044.0,1139.0,18061.0
2017-18,MIL,BOS,2018-04-03,16188,18717,8874.0,2904.0,2497.0,14275.0
2017-18,NYK,ORL,2018-04-03,19812,19812,11169.0,1134.0,5533.0,17836.0
2017-18,OKC,GSW,2018-04-03,18203,18203,14542.0,1444.0,963.0,16949.0
2017-18,PHI,BRK,2018-04-03,20710,20478,15357.0,2384.0,403.0,18144.0
2017-18,PHX,SAC,2018-04-03,16826,18055,5762.0,1221.0,1930.0,8913.0
2017-18,UTA,LAL,2018-04-03,18306,18306,10616.0,1024.0,1677.0,13317.0
2017-18,ATL,ORL,2018-04-01,13587,15711,6464.0,2725.0,1331.0,10520.0
2017-18,BRK,DET,2018-04-01,16097,17732,8858.0,2230.0,2867.0,13955.0
2017-18,CHA,PHI,2018-04-01,17005,19077,10279.0,539.0,1726.0,12544.0
2017-18,CHI,WAS,2018-04-01,20466,20917,9801.0,1579.0,8534.0,19914.0
2017-18,CLE,DAL,2018-04-01,20562,20562,15063.0,2831.0,1178.0,19072.0
2017-18,DEN,MIL,2018-04-01,19520,19520,6097.0,4343.0,2847.0,13287.0
2017-18,GSW,PHX,2018-04-01,19596,19596,14573.0,2234.0,1158.0,17965.0
2017-18,LAC,IND,2018-04-01,15866,19068,11042.0,2460.0,1874.0,15376.0
2017-18,LAL,SAC,2018-04-01,18997,18997,14646.0,297.0,1366.0,16309.0
2017-18,MIN,UTA,2018-04-01,18978,18978,8362.0,4147.0,2361.0,14870.0
2017-18,NOP,OKC,2018-04-01,18500,16903,10347.0,2120.0,3585.0,16052.0
2017-18,POR,MEM,2018-04-01,19545,19393,12616.0,2878.0,2263.0,17757.0
2017-18,SAS,HOU,2018-04-01,18418,18418,12760.0,1684.0,2293.0,16737.0
2017-18,BOS,TOR,2018-03-31,18624,18624,14613.0,846.0,1837.0,17296.0
2017-18,MIA,BRK,2018-03-31,19600,19600,13250.0,3837.0,931.0,18018.0
2017-18,NYK,DET,2018-03-31,19812,19812,11471.0,1094.0,5202.0,17767.0
2017-18,SAC,GSW,2018-03-31,17583,17583,9855.0,2331.0,2176.0,14362.0
2017-18,WAS,CHA,2018-03-31,19071,20356,9826.0,2277.0,2953.0,15056.0
2017-18,ATL,PHI,2018-03-30,16579,15711,6741.0,5003.0,2743.0,14487.0
2017-18,CLE,NOP,2018-03-30,20562,20562,14973.0,2626.0,1435.0,19034.0
2017-18,DAL,MIN,2018-03-30,20244,19200,12009.0,2228.0,2242.0,16479.0
2017-18,HOU,PHX,2018-03-30,18055,18055,11923.0,3000.0,895.0,15818.0
2017-18,LAL,MIL,2018-03-30,18997,18997,14648.0,494.0,1297.0,16439.0
2017-18,OKC,DEN,2018-03-30,18203,18203,14595.0,1577.0,720.0,16892.0
2017-18,ORL,CHI,2018-03-30,18918,18846,5860.0,5978.0,3819.0,15657.0
2017-18,POR,LAC,2018-03-30,20013,19393,12795.0,2856.0,2549.0,18200.0
2017-18,UTA,MEM,2018-03-30,18306,18306,10617.0,1605.0,1904.0,14126.0
2017-18,DET,WAS,2018-03-29,18268,20491,8253.0,2286.0,880.0,11419.0
2017-18,GSW,MIL,2018-03-29,19596,19596,14439.0,2650.0,784.0,17873.0
2017-18,MIA,CHI,2018-03-29,19746,19600,13028.0,3996.0,1252.0,18276.0
2017-18,SAC,IND,2018-03-29,11360,17583,9436.0,927.0,1336.0,11699.0
2017-18,SAS,OKC,2018-03-29,18418,18418,12857.0,1678.0,2199.0,16734.0
2017-18,CHA,CLE,2018-03-28,19474,19077,10570.0,1059.0,4090.0,15719.0
2017-18,LAL,DAL,2018-03-28,18997,18997,14650.0,382.0,1359.0,16391.0
2017-18,MEM,POR,2018-03-28,16050,17794,9919.0,918.0,403.0,11240.0
2017-18,MIN,ATL,2018-03-28,16183,18978,7673.0,2786.0,793.0,11252.0
2017-18,ORL,BRK,2018-03-28,16517,18846,5761.0,2953.0,1986.0,10700.0
2017-18,PHI,NYK,2018-03-28,20655,20478,15327.0,1753.0,880.0,17960.0
2017-18,PHX,LAC,2018-03-28,17005,18055,5889.0,3361.0,2525.0,11775.0
2017-18,UTA,BOS,2018-03-28,18306,18306,10686.0,1066.0,373.0,12125.0
2017-18,GSW,IND,2018-03-27,19596,19596,14520.0,2440.0,688.0,17648.0
2017-18,HOU,CHI,2018-03-27,18055,18055,12402.0,1882.0,1072.0,15356.0
2017-18,LAC,MIL,2018-03-27,19068,19068,11232.0,3268.0,1591.0,16091.0
2017-18,MIA,CLE,2018-03-27,20093,19600,13445.0,3665.0,1674.0,18784.0
2017-18,NOP,POR,2018-03-27,15426,16903,9748.0,1385.0,1869.0,13002.0
2017-18,TOR,DEN,2018-03-27,19800,19800,14558.0,1825.0,1911.0,18294.0
2017-18,WAS,SAS,2018-03-27,19588,20356,10342.0,2726.0,2736.0,15804.0
2017-18,CHA,NYK,2018-03-26,14487,19077,9967.0,899.0,650.0,11516.0
2017-18,DET,LAL,2018-03-26,18718,20491,8605.0,4937.0,2162.0,15704.0
2017-18,MIN,MEM,2018-03-26,16290,18978,7876.0,2835.0,809.0,11520.0
2017-18,PHI,DEN,2018-03-26,20585,20478,15381.0,2307.0,498.0,18186.0
2017-18,PHX,BOS,2018-03-26,18055,18055,7064.0,2291.0,3683.0,13038.0
2017-18,BRK,CLE,2018-03-25,17732,17732,9202.0,2952.0,3644.0,15798.0
2017-18,GSW,UTA,2018-03-25,19596,19596,14009.0,2841.0,1058.0,17908.0
2017-18,HOU,ATL,2018-03-25,18055,18055,11652.0,2430.0,1192.0,15274.0
2017-18,IND,MIA,2018-03-25,17923,17923,7193.0,4212.0,3128.0,14533.0
2017-18,MIL,SAS,2018-03-25,18717,18717,8666.0,3485.0,3465.0,15616.0
2017-18,OKC,POR,2018-03-25,18203,18203,14581.0,1787.0,562.0,16930.0
2017-18,SAC,BOS,2018-03-25,17583,17583,9916.0,2303.0,3052.0,15271.0
2017-18,TOR,LAC,2018-03-25,19800,19800,14702.0,1603.0,1765.0,18070.0
2017-18,WAS,NYK,2018-03-25,18884,20356,10480.0,2068.0,1693.0,14241.0
2017-18,DAL,CHA,2018-03-24,20085,19200,12492.0,2725.0,1470.0,16687.0
2017-18,DET,CHI,2018-03-24,19139,20491,8625.0,6265.0,1355.0,16245.0
2017-18,HOU,NOP,2018-03-24,18055,18055,12236.0,2456.0,1039.0,15731.0
2017-18,MEM,LAL,2018-03-24,18119,17794,10150.0,3644.0,2479.0,16273.0
2017-18,ORL,PHX,2018-03-24,17393,18846,5816.0,5813.0,2264.0,13893.0
2017-18,PHI,MIN,2018-03-24,20668,20478,15262.0,1963.0,1122.0,18347.0
2017-18,CHI,MIL,2018-03-23,21698,20917,9860.0,4508.0,5366.0,19734.0
2017-18,CLE,PHX,2018-03-23,20562,20562,15136.0,3129.0,788.0,19053.0
2017-18,GSW,ATL,2018-03-23,19596,19596,13997.0,2831.0,1054.0,17882.0
2017-18,IND,LAC,2018-03-23,17923,17923,7685.0,5171.0,2363.0,15219.0
2017-18,NYK,MIN,2018-03-23,18914,19812,11611.0,1084.0,4123.0,16818.0
2017-18,OKC,MIA,2018-03-23,18203,18203,14591.0,1641.0,779.0,17011.0
2017-18,POR,BOS,2018-03-23,19575,19393,12665.0,1874.0,3125.0,17664.0
2017-18,SAS,UTA,2018-03-23,18418,18418,13211.0,2368.0,985.0,16564.0
2017-18,TOR,BRK,2018-03-23,19800,19800,14554.0,1684.0,1930.0,18168.0
2017-18,WAS,DEN,2018-03-23,19016,20356,9830.0,2120.0,2101.0,14051.0
2017-18,CHA,MEM,2018-03-22,15033,19077,9837.0,1585.0,281.0,11703.0
2017-18,DAL,UTA,2018-03-22,19725,19200,12161.0,1829.0,1512.0,15502.0
2017-18,HOU,DET,2018-03-22,18055,18055,11891.0,2247.0,1221.0,15359.0
2017-18,NOP,LAL,2018-03-22,18037,16903,9616.0,1675.0,2033.0,13324.0
2017-18,ORL,PHI,2018-03-22,17881,18846,6656.0,3549.0,3386.0,13591.0
2017-18,BRK,CHA,2018-03-21,10231,17732,8596.0,929.0,596.0,10121.0
2017-18,CHI,DEN,2018-03-21,20671,20917,9656.0,4624.0,5255.0,19535.0
2017-18,CLE,TOR,2018-03-21,20562,20562,15013.0,2167.0,1701.0,18881.0
2017-18,MIA,NYK,2018-03-21,19600,19600,13081.0,3773.0,1333.0,18187.0
2017-18,MIL,LAC,2018-03-21,17916,18717,8378.0,3730.0,3343.0,15451.0
2017-18,NOP,IND,2018-03-21,14148,16903,8961.0,1033.0,871.0,10865.0
2017-18,PHI,MEM,2018-03-21,10411,20478,15176.0,2538.0,331.0,18045.0
2017-18,SAS,WAS,2018-03-21,18418,18418,12850.0,2321.0,692.0,15863.0
2017-18,BOS,OKC,2018-03-20,18624,18624,14427.0,969.0,1798.0,17194.0
2017-18,MIN,LAC,2018-03-20,16351,18978,7805.0,2478.0,577.0,10860.0
2017-18,NOP,DAL,2018-03-20,14484,16903,9325.0,1257.0,1069.0,11651.0
2017-18,ORL,TOR,2018-03-20,16228,18846,5982.0,2191.0,3164.0,11337.0
2017-18,PHX,DET,2018-03-20,17400,18055,5923.0,2630.0,2324.0,10877.0
2017-18,POR,HOU,2018-03-20,20012,19393,12337.0,1509.0,4233.0,18079.0
2017-18,UTA,ATL,2018-03-20,18306,18306,10512.0,2053.0,3533.0,16098.0
2017-18,BRK,MEM,2018-03-19,12856,17732,8685.0,1375.0,379.0,10439.0
2017-18,CLE,MIL,2018-03-19,20562,20562,15134.0,2930.0,972.0,19036.0
2017-18,IND,LAL,2018-03-19,16603,17923,8529.0,1781.0,2130.0,12440.0
2017-18,MIA,DEN,2018-03-19,19600,19600,13166.0,3793.0,1052.0,18011.0
2017-18,NYK,CHI,2018-03-19,18835,19812,11142.0,709.0,4919.0,16770.0
2017-18,PHI,CHA,2018-03-19,20530,20478,15329.0,2224.0,253.0,17806.0
2017-18,SAC,DET,2018-03-19,17583,17583,9605.0,1536.0,1126.0,12267.0
2017-18,SAS,GSW,2018-03-19,18418,18418,12823.0,1172.0,2231.0,16226.0
2017-18,LAC,POR,2018-03-18,17776,19068,11136.0,3055.0,1811.0,16002.0
2017-18,MIN,HOU,2018-03-18,18978,18978,9000.0,4018.0,2321.0,15339.0
2017-18,NOP,BOS,2018-03-18,18277,16903,10100.0,3425.0,2491.0,16016.0
2017-18,TOR,OKC,2018-03-18,19800,19800,14753.0,1200.0,2285.0,18238.0
2017-18,BRK,DAL,2018-03-17,13877,17732,8435.0,2943.0,976.0,12354.0
2017-18,CHI,CLE,2018-03-17,22983,20917,9789.0,3733.0,5776.0,19298.0
2017-18,MEM,DEN,2018-03-17,16501,17794,10230.0,1596.0,995.0,12821.0
2017-18,MIL,ATL,2018-03-17,18717,18717,8424.0,3535.0,3660.0,15619.0
2017-18,NOP,HOU,2018-03-17,18495,16903,9715.0,3565.0,2989.0,16269.0
2017-18,NYK,CHA,2018-03-17,17760,19812,11335.0,920.0,3432.0,15687.0
2017-18,PHX,GSW,2018-03-17,18055,18055,6380.0,3728.0,4071.0,14179.0
2017-18,POR,DET,2018-03-17,19727,19393,12750.0,2699.0,2275.0,17724.0
2017-18,SAS,MIN,2018-03-17,18418,18418,12956.0,2101.0,1500.0,16557.0
2017-18,UTA,SAC,2018-03-17,18306,18306,10582.0,1563.0,3736.0,15881.0
2017-18,WAS,IND,2018-03-17,18249,20356,9847.0,1558.0,3227.0,14632.0
2017-18,GSW,SAC,2018-03-16,19596,19596,14024.0,2789.0,1005.0,17818.0
2017-18,LAL,MIA,2018-03-16,18997,18997,14652.0,309.0,1501.0,16462.0
2017-18,OKC,LAC,2018-03-16,18203,18203,14561.0,1706.0,685.0,16952.0
2017-18,ORL,BOS,2018-03-16,18981,18846,6650.0,4064.0,5207.0,15921.0
2017-18,PHI,BRK,2018-03-16,20666,20478,15260.0,2451.0,470.0,18181.0
2017-18,TOR,DAL,2018-03-16,19800,19800,14664.0,1281.0,2336.0,18281.0
2017-18,ATL,CHA,2018-03-15,14486,15711,6300.0,3122.0,1016.0,10438.0
2017-18,DEN,DET,2018-03-15,18697,19520,5549.0,6096.0,1888.0,13533.0
2017-18,HOU,LAC,2018-03-15,18055,18055,11689.0,1821.0,2472.0,15982.0
2017-18,IND,TOR,2018-03-15,17923,17923,7399.0,3243.0,2801.0,13443.0
2017-18,MEM,CHI,2018-03-15,16511,17794,9921.0,656.0,754.0,11331.0
2017-18,NYK,PHI,2018-03-15,18894,19812,11562.0,1345.0,4097.0,17004.0
2017-18,POR,CLE,2018-03-15,19806,19393,12788.0,1675.0,3578.0,18041.0
2017-18,SAS,NOP,2018-03-15,18418,18418,12827.0,2263.0,1588.0,16678.0
2017-18,UTA,PHX,2018-03-15,18306,18306,10527.0,1465.0,3443.0,15435.0
2017-18,BOS,WAS,2018-03-14,18624,18624,14584.0,1247.0,1342.0,17173.0
2017-18,GSW,LAL,2018-03-14,19596,19596,15011.0,1717.0,1272.0,18000.0
2017-18,ORL,MIL,2018-03-14,17713,18846,6410.0,4067.0,2785.0,13262.0
2017-18,SAC,MIA,2018-03-14,17583,17583,9820.0,1606.0,1022.0,12448.0
2017-18,ATL,OKC,2018-03-13,16739,15711,7161.0,4254.0,3550.0,14965.0
2017-18,BRK,TOR,2018-03-13,16654,17732,9658.0,2983.0,1423.0,14064.0
2017-18,CHI,LAC,2018-03-13,20912,20917,9859.0,4040.0,5885.0,19784.0
2017-18,LAL,DEN,2018-03-13,18997,18997,14650.0,400.0,1302.0,16352.0
2017-18,NOP,CHA,2018-03-13,15507,16903,9544.0,1764.0,1573.0,12881.0
2017-18,NYK,DAL,2018-03-13,18597,19812,11177.0,1100.0,4090.0,16367.0
2017-18,PHI,IND,2018-03-13,20531,20478,15200.0,2396.0,524.0,18120.0
2017-18,PHX,CLE,2018-03-13,18055,18055,6672.0,2907.0,5014.0,14593.0
2017-18,SAS,ORL,2018-03-13,18418,18418,12772.0,2177.0,1571.0,16520.0
2017-18,UTA,DET,2018-03-13,18306,18306,10554.0,1913.0,3057.0,15524.0
2017-18,WAS,MIN,2018-03-13,17078,20356,10855.0,1221.0,1413.0,13489.0
2017-18,HOU,SAS,2018-03-12,18092,18055,11763.0,2537.0,1468.0,15768.0
2017-18,MEM,MIL,2018-03-12,14112,17794,9946.0,1082.0,758.0,11786.0
2017-18,OKC,SAC,2018-03-12,18203,18203,14598.0,1790.0,452.0,16840.0
2017-18,POR,MIA,2018-03-12,19786,19393,12631.0,3118.0,1749.0,17498.0
2017-18,ATL,CHI,2018-03-11,15266,15711,6471.0,4506.0,2004.0,12981.0
2017-18,BOS,IND,2018-03-11,18624,18624,14561.0,873.0,1748.0,17182.0
2017-18,BRK,PHI,2018-03-11,16901,17732,9011.0,1689.0,2405.0,13105.0
2017-18,DAL,HOU,2018-03-11,20394,19200,12047.0,1007.0,3671.0,16725.0
2017-18,DEN,SAC,2018-03-11,19520,19520,5698.0,4488.0,2370.0,12556.0
2017-18,LAL,CLE,2018-03-11,18997,18997,14654.0,100.0,1679.0,16433.0
2017-18,MIN,GSW,2018-03-11,18978,18978,8911.0,3698.0,3562.0,16171.0
2017-18,NOP,UTA,2018-03-11,18062,16903,10093.0,2761.0,1656.0,14510.0
2017-18,NYK,TOR,2018-03-11,19812,19812,11591.0,1678.0,4459.0,17728.0
2017-18,CHA,PHX,2018-03-10,19336,19077,10261.0,3409.0,2188.0,15858.0
2017-18,DAL,MEM,2018-03-10,19579,19200,12465.0,1433.0,1790.0,15688.0
2017-18,LAC,ORL,2018-03-10,16561,19068,11035.0,3167.0,900.0,15102.0
2017-18,MIA,WAS,2018-03-10,19689,19600,13277.0,3376.0,1559.0,18212.0
2017-18,OKC,SAS,2018-03-10,18203,18203,14625.0,1558.0,738.0,16921.0
2017-18,DEN,LAL,2018-03-09,19807,19520,6291.0,6627.0,4064.0,16982.0
2017-18,DET,CHI,2018-03-09,17406,20491,8463.0,3842.0,1471.0,13776.0
2017-18,IND,ATL,2018-03-09,17923,17923,7047.0,5945.0,1831.0,14823.0
2017-18,LAC,CLE,2018-03-09,19130,19068,11324.0,2101.0,2715.0,16140.0
2017-18,MEM,UTA,2018-03-09,15622,17794,10268.0,889.0,340.0,11497.0
2017-18,MIL,NYK,2018-03-09,18717,18717,7976.0,3555.0,2700.0,14231.0
2017-18,NOP,WAS,2018-03-09,18143,16903,10430.0,3020.0,2186.0,15636.0
2017-18,POR,GSW,2018-03-09,19487,19393,12524.0,962.0,3707.0,17193.0
2017-18,SAC,ORL,2018-03-09,17583,17583,9739.0,1733.0,1246.0,12718.0
2017-18,TOR,HOU,2018-03-09,20131,19800,14601.0,1189.0,2473.0,18263.0
2017-18,CHA,BRK,2018-03-08,14173,19077,9674.0,348.0,265.0,10287.0
2017-18,GSW,SAS,2018-03-08,19596,19596,14603.0,1490.0,1504.0,17597.0
2017-18,MIA,PHI,2018-03-08,19600,19600,13198.0,3817.0,1045.0,18060.0
2017-18,MIN,BOS,2018-03-08,18978,18978,9328.0,2042.0,2302.0,13672.0
2017-18,OKC,PHX,2018-03-08,18203,18203,14633.0,1660.0,466.0,16759.0
2017-18,CHI,MEM,2018-03-07,20210,20917,9767.0,3519.0,6440.0,19726.0
2017-18,DEN,CLE,2018-03-07,20062,19520,8200.0,4219.0,5160.0,17579.0
2017-18,DET,TOR,2018-03-07,17769,20491,8317.0,2570.0,1557.0,12444.0
2017-18,IND,UTA,2018-03-07,16432,17923,7242.0,1420.0,1187.0,9849.0
2017-18,LAL,ORL,2018-03-07,18997,18997,14650.0,314.0,1237.0,16201.0
2017-18,MIL,HOU,2018-03-07,17195,18717,8369.0,2175.0,3310.0,13854.0
2017-18,SAC,NOP,2018-03-07,17583,17583,9717.0,865.0,1127.0,11709.0
2017-18,CHA,PHI,2018-03-06,15600,19077,10232.0,627.0,600.0,11459.0
2017-18,DAL,DEN,2018-03-06,19504,19200,11734.0,3423.0,915.0,16072.0
2017-18,GSW,BRK,2018-03-06,19596,19596,14504.0,2430.0,784.0,17718.0
2017-18,LAC,NOP,2018-03-06,16412,19068,11412.0,2576.0,599.0,14587.0
2017-18,OKC,HOU,2018-03-06,18203,18203,14709.0,1590.0,601.0,16900.0
2017-18,POR,NYK,2018-03-06,19393,19393,12396.0,2410.0,1564.0,16370.0
2017-18,TOR,ATL,2018-03-06,19800,19800,14550.0,1563.0,1928.0,18041.0
2017-18,WAS,MIA,2018-03-06,16582,20356,9798.0,985.0,1632.0,12415.0
2017-18,CHI,BOS,2018-03-05,21286,20917,9694.0,5119.0,4584.0,19397.0
2017-18,CLE,DET,2018-03-05,20562,20562,15029.0,2606.0,1495.0,19130.0
2017-18,IND,MIL,2018-03-05,15874,17923,7261.0,1044.0,1687.0,9992.0
2017-18,LAL,POR,2018-03-05,18997,18997,14654.0,271.0,1377.0,16302.0
2017-18,MIA,PHX,2018-03-05,19600,19600,12980.0,3880.0,852.0,17712.0
2017-18,SAS,MEM,2018-03-05,18418,18418,12891.0,2430.0,618.0,15939.0
2017-18,UTA,ORL,2018-03-05,18306,18306,10484.0,1038.0,3688.0,15210.0
2017-18,ATL,PHX,2018-03-04,15166,15711,6644.0,3938.0,1719.0,12301.0
2017-18,DAL,NOP,2018-03-04,19798,19200,12510.0,1450.0,2216.0,16176.0
2017-18,LAC,BRK,2018-03-04,16384,19068,10889.0,2516.0,1215.0,14620.0
2017-18,MIL,PHI,2018-03-04,15587,18717,8516.0,1655.0,1923.0,12094.0
2017-18,SAC,NYK,2018-03-04,17583,17583,9753.0,1190.0,1265.0,12208.0
2017-18,TOR,CHA,2018-03-04,19800,19800,14528.0,1541.0,2047.0,18116.0
2017-18,WAS,IND,2018-03-04,16646,20356,9753.0,1346.0,1396.0,12495.0
2017-18,CLE,DEN,2018-03-03,20562,20562,15144.0,2728.0,1170.0,19042.0
2017-18,HOU,BOS,2018-03-03,18476,18055,12510.0,2022.0,1893.0,16425.0
2017-18,MIA,DET,2018-03-03,19600,19600,13222.0,3961.0,1047.0,18230.0
2017-18,ORL,MEM,2018-03-03,17875,18846,5900.0,5866.0,2016.0,13782.0
2017-18,POR,OKC,2018-03-03,20063,19393,12530.0,1580.0,3709.0,17819.0
2017-18,SAC,UTA,2018-03-03,17583,17583,9885.0,1839.0,2295.0,14019.0
2017-18,SAS,LAL,2018-03-03,18557,18418,12903.0,3122.0,1076.0,17101.0
2017-18,ATL,GSW,2018-03-02,16728,15711,7143.0,3785.0,4549.0,15477.0
2017-18,CHI,DAL,2018-03-02,21017,20917,9492.0,6246.0,2918.0,18656.0
2017-18,LAC,NYK,2018-03-02,17190,19068,11222.0,2352.0,1288.0,14862.0
2017-18,MEM,DEN,2018-03-02,16421,17794,10068.0,1797.0,451.0,12316.0
2017-18,MIL,IND,2018-03-02,17217,18717,8205.0,2676.0,2525.0,13406.0
2017-18,ORL,DET,2018-03-02,17223,18846,5814.0,6252.0,1705.0,13771.0
2017-18,PHI,CHA,2018-03-02,20487,20478,15405.0,2319.0,352.0,18076.0
2017-18,PHX,OKC,2018-03-02,18055,18055,6580.0,2911.0,2846.0,12337.0
2017-18,UTA,MIN,2018-03-02,18306,18306,10611.0,1544.0,3214.0,15369.0
2017-18,WAS,TOR,2018-03-02,18631,20356,10538.0,1579.0,2935.0,15052.0
