Unnamed: 0,Date,Home,Away,Unique_Devices,Starts,Live_Unique_Devices,Live_Starts,VOD_Unique_Devices,VOD_Starts,Life_Play_Time,Season,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets
135.0,2018-04-05,IND,GSW,22906.0,48942.0,20024.0,44268.0,3194.0,4674.0,914234.04,2017-18,17923.0,17923.0,9265.0,2513.0,4608.0,16386.0
136.0,2018-04-05,MIL,BRK,5890.0,12770.0,5170.0,11591.0,791.0,1179.0,179249.82,2017-18,18378.0,18717.0,7983.0,3163.0,4062.0,15208.0
137.0,2018-04-05,UTA,LAC,9556.0,21929.0,8470.0,19834.0,1281.0,2095.0,432233.39,2017-18,18306.0,18306.0,10634.0,1741.0,1875.0,14250.0
138.0,2018-04-04,ATL,MIA,6087.0,12941.0,5301.0,11458.0,928.0,1483.0,207000.93,2017-18,16696.0,15711.0,6585.0,4702.0,3356.0,14643.0
139.0,2018-04-04,DET,PHI,15645.0,34037.0,13567.0,30832.0,2312.0,3205.0,672262.7,2017-18,18395.0,20491.0,8390.0,2600.0,1728.0,12718.0
140.0,2018-04-04,LAL,SAS,2342.0,4055.0,107.0,195.0,2235.0,3860.0,98262.7,2017-18,18997.0,18997.0,14646.0,73.0,1650.0,16369.0
141.0,2018-04-04,NOP,MEM,4783.0,8619.0,4194.0,7794.0,640.0,825.0,136854.43,2017-18,16521.0,16903.0,9327.0,1252.0,1778.0,12357.0
142.0,2018-04-04,ORL,DAL,3903.0,7665.0,3450.0,7008.0,495.0,657.0,95109.71,2017-18,18112.0,18846.0,5849.0,4931.0,3256.0,14036.0
143.0,2018-04-04,TOR,BOS,1457.0,2219.0,73.0,131.0,1384.0,2088.0,47975.65,2017-18,19963.0,19800.0,14657.0,1640.0,1859.0,18156.0
144.0,2018-04-03,CHI,CHA,2772.0,5560.0,2273.0,4755.0,531.0,805.0,77024.32,2017-18,20139.0,20917.0,9870.0,3412.0,6601.0,19883.0
145.0,2018-04-03,CLE,TOR,45161.0,131232.0,40218.0,120390.0,6169.0,10842.0,2277351.78,2017-18,20562.0,20562.0,14975.0,2896.0,1201.0,19072.0
146.0,2018-04-03,DAL,POR,6230.0,13252.0,5503.0,12096.0,790.0,1156.0,192640.51,2017-18,19624.0,19200.0,12139.0,2306.0,1112.0,15557.0
147.0,2018-04-03,DEN,IND,7854.0,17216.0,7158.0,16071.0,792.0,1145.0,324991.23,2017-18,14743.0,19520.0,5479.0,1012.0,1020.0,7511.0
148.0,2018-04-03,HOU,WAS,9247.0,19686.0,7602.0,16804.0,1837.0,2882.0,331163.74,2017-18,18055.0,18055.0,12107.0,2142.0,919.0,15168.0
149.0,2018-04-03,LAC,SAS,8438.0,24761.0,7574.0,23458.0,901.0,1303.0,243082.32,2017-18,17449.0,19068.0,11225.0,2244.0,1450.0,14919.0
150.0,2018-04-03,MIA,ATL,8114.0,19155.0,7295.0,17625.0,987.0,1530.0,258421.84,2017-18,19600.0,19600.0,12878.0,4044.0,1139.0,18061.0
151.0,2018-04-03,MIL,BOS,22950.0,55160.0,21132.0,52222.0,2046.0,2938.0,971027.72,2017-18,16188.0,18717.0,8874.0,2904.0,2497.0,14275.0
152.0,2018-04-03,NYK,ORL,3192.0,6375.0,2771.0,5738.0,451.0,637.0,99164.55,2017-18,19812.0,19812.0,11169.0,1134.0,5533.0,17836.0
153.0,2018-04-03,OKC,GSW,36466.0,143634.0,32095.0,134616.0,4755.0,9018.0,1121715.79,2017-18,18203.0,18203.0,14542.0,1444.0,963.0,16949.0
154.0,2018-04-03,PHI,BRK,9186.0,21466.0,7967.0,19509.0,1398.0,1957.0,361952.93,2017-18,20710.0,20478.0,15357.0,2384.0,403.0,18144.0
155.0,2018-04-03,PHX,SAC,3979.0,8405.0,3589.0,7756.0,429.0,649.0,135715.48,2017-18,16826.0,18055.0,5762.0,1221.0,1930.0,8913.0
156.0,2018-04-03,UTA,LAL,16526.0,37678.0,15088.0,34865.0,1716.0,2813.0,731182.28,2017-18,18306.0,18306.0,10616.0,1024.0,1677.0,13317.0
157.0,2018-04-01,ATL,ORL,1926.0,3751.0,1621.0,3312.0,322.0,439.0,45454.78,2017-18,13587.0,15711.0,6464.0,2725.0,1331.0,10520.0
158.0,2018-04-01,BRK,DET,3789.0,8184.0,3281.0,7442.0,558.0,742.0,130636.46,2017-18,16097.0,17732.0,8858.0,2230.0,2867.0,13955.0
159.0,2018-04-01,CHA,PHI,2342.0,3493.0,94.0,149.0,2249.0,3344.0,75587.42,2017-18,17005.0,19077.0,10279.0,539.0,1726.0,12544.0
160.0,2018-04-01,CHI,WAS,5099.0,9863.0,4141.0,8527.0,1008.0,1336.0,155858.91,2017-18,20466.0,20917.0,9801.0,1579.0,8534.0,19914.0
161.0,2018-04-01,CLE,DAL,27583.0,70112.0,24205.0,63141.0,4142.0,6971.0,1312346.34,2017-18,20562.0,20562.0,15063.0,2831.0,1178.0,19072.0
162.0,2018-04-01,DEN,MIL,16625.0,37600.0,15267.0,35053.0,1626.0,2547.0,677915.64,2017-18,19520.0,19520.0,6097.0,4343.0,2847.0,13287.0
163.0,2018-04-01,GSW,PHX,19514.0,43095.0,16976.0,38142.0,3038.0,4953.0,1160068.59,2017-18,19596.0,19596.0,14573.0,2234.0,1158.0,17965.0
164.0,2018-04-01,LAC,IND,6424.0,13197.0,5539.0,11850.0,973.0,1347.0,218313.14,2017-18,15866.0,19068.0,11042.0,2460.0,1874.0,15376.0
165.0,2018-04-01,LAL,SAC,1363.0,2058.0,72.0,93.0,1291.0,1965.0,55729.47,2017-18,18997.0,18997.0,14646.0,297.0,1366.0,16309.0
166.0,2018-04-01,MIN,UTA,12638.0,27845.0,11007.0,24589.0,1925.0,3256.0,560985.71,2017-18,18978.0,18978.0,8362.0,4147.0,2361.0,14870.0
167.0,2018-04-01,NOP,OKC,2834.0,4758.0,111.0,133.0,2723.0,4625.0,117847.8,2017-18,18500.0,16903.0,10347.0,2120.0,3585.0,16052.0
168.0,2018-04-01,POR,MEM,6979.0,13972.0,6372.0,12996.0,708.0,976.0,246046.77,2017-18,19545.0,19393.0,12616.0,2878.0,2263.0,17757.0
169.0,2018-04-01,SAS,HOU,3250.0,5273.0,122.0,188.0,3128.0,5085.0,131309.27,2017-18,18418.0,18418.0,12760.0,1684.0,2293.0,16737.0
170.0,2018-03-31,BOS,TOR,4233.0,7668.0,199.0,314.0,4039.0,7354.0,225691.57,2017-18,18624.0,18624.0,14613.0,846.0,1837.0,17296.0
171.0,2018-03-31,MIA,BRK,11334.0,26338.0,10326.0,24735.0,1142.0,1603.0,469414.69,2017-18,19600.0,19600.0,13250.0,3837.0,931.0,18018.0
172.0,2018-03-31,NYK,DET,6731.0,13172.0,5654.0,11477.0,1180.0,1695.0,260719.66,2017-18,19812.0,19812.0,11471.0,1094.0,5202.0,17767.0
173.0,2018-03-31,SAC,GSW,19940.0,45502.0,17456.0,40066.0,3008.0,5436.0,1196641.06,2017-18,17583.0,17583.0,9855.0,2331.0,2176.0,14362.0
174.0,2018-03-31,WAS,CHA,1104.0,1489.0,49.0,67.0,1055.0,1422.0,27841.36,2017-18,19071.0,20356.0,9826.0,2277.0,2953.0,15056.0
175.0,2018-03-30,ATL,PHI,10669.0,23799.0,9272.0,21365.0,1613.0,2434.0,403923.33,2017-18,16579.0,15711.0,6741.0,5003.0,2743.0,14487.0
176.0,2018-03-30,CLE,NOP,4469.0,8214.0,174.0,319.0,4296.0,7895.0,209312.86,2017-18,20562.0,20562.0,14973.0,2626.0,1435.0,19034.0
177.0,2018-03-30,DAL,MIN,5259.0,10121.0,4227.0,8602.0,1117.0,1519.0,152607.37,2017-18,20244.0,19200.0,12009.0,2228.0,2242.0,16479.0
178.0,2018-03-30,HOU,PHX,12958.0,27962.0,10354.0,23242.0,3047.0,4720.0,437987.77,2017-18,18055.0,18055.0,11923.0,3000.0,895.0,15818.0
179.0,2018-03-30,LAL,MIL,20018.0,46130.0,18134.0,42556.0,2222.0,3574.0,999392.25,2017-18,18997.0,18997.0,14648.0,494.0,1297.0,16439.0
180.0,2018-03-30,OKC,DEN,24605.0,59805.0,22354.0,56117.0,2547.0,3688.0,842363.19,2017-18,18203.0,18203.0,14595.0,1577.0,720.0,16892.0
181.0,2018-03-30,ORL,CHI,4318.0,7948.0,3740.0,7038.0,637.0,910.0,121590.11,2017-18,18918.0,18846.0,5860.0,5978.0,3819.0,15657.0
182.0,2018-03-30,POR,LAC,829.0,1189.0,30.0,36.0,799.0,1153.0,26735.63,2017-18,20013.0,19393.0,12795.0,2856.0,2549.0,18200.0
183.0,2018-03-30,UTA,MEM,7033.0,14916.0,6142.0,13136.0,1065.0,1780.0,298693.44,2017-18,18306.0,18306.0,10617.0,1605.0,1904.0,14126.0
184.0,2018-03-29,DET,WAS,9218.0,18186.0,8192.0,16711.0,1156.0,1475.0,300964.48,2017-18,18268.0,20491.0,8253.0,2286.0,880.0,11419.0
185.0,2018-03-29,GSW,MIL,14061.0,33669.0,11520.0,29682.0,2658.0,3987.0,404157.75,2017-18,19596.0,19596.0,14439.0,2650.0,784.0,17873.0
186.0,2018-03-29,MIA,CHI,10281.0,22835.0,9177.0,20874.0,1279.0,1961.0,419802.62,2017-18,19746.0,19600.0,13028.0,3996.0,1252.0,18276.0
187.0,2018-03-29,SAC,IND,6779.0,14043.0,5972.0,12800.0,908.0,1243.0,286888.95,2017-18,11360.0,17583.0,9436.0,927.0,1336.0,11699.0
188.0,2018-03-29,SAS,OKC,20000.0,57344.0,17572.0,53199.0,2589.0,4145.0,763146.51,2017-18,18418.0,18418.0,12857.0,1678.0,2199.0,16734.0
189.0,2018-03-28,CHA,CLE,4804.0,9219.0,182.0,315.0,4624.0,8904.0,254183.73,2017-18,19474.0,19077.0,10570.0,1059.0,4090.0,15719.0
190.0,2018-03-28,LAL,DAL,16308.0,38987.0,14688.0,35577.0,2017.0,3410.0,845540.87,2017-18,18997.0,18997.0,14650.0,382.0,1359.0,16391.0
191.0,2018-03-28,MEM,POR,12063.0,24113.0,11222.0,22918.0,918.0,1195.0,367005.7,2017-18,16050.0,17794.0,9919.0,918.0,403.0,11240.0
192.0,2018-03-28,MIN,ATL,7080.0,13395.0,6029.0,11716.0,1143.0,1679.0,234604.59,2017-18,16183.0,18978.0,7673.0,2786.0,793.0,11252.0
193.0,2018-03-28,ORL,BRK,3639.0,7658.0,3179.0,6965.0,515.0,693.0,98997.3,2017-18,16517.0,18846.0,5761.0,2953.0,1986.0,10700.0
194.0,2018-03-28,PHI,NYK,18259.0,39531.0,16572.0,36544.0,1950.0,2987.0,924775.1,2017-18,20655.0,20478.0,15327.0,1753.0,880.0,17960.0
195.0,2018-03-28,PHX,LAC,4715.0,9241.0,4298.0,8624.0,460.0,617.0,148514.49,2017-18,17005.0,18055.0,5889.0,3361.0,2525.0,11775.0
196.0,2018-03-28,UTA,BOS,3253.0,5592.0,142.0,307.0,3111.0,5285.0,120579.13,2017-18,18306.0,18306.0,10686.0,1066.0,373.0,12125.0
197.0,2018-03-27,GSW,IND,19791.0,46055.0,18015.0,42911.0,2069.0,3144.0,1034831.11,2017-18,19596.0,19596.0,14520.0,2440.0,688.0,17648.0
198.0,2018-03-27,HOU,CHI,9642.0,20162.0,8008.0,17486.0,1835.0,2676.0,316612.12,2017-18,18055.0,18055.0,12402.0,1882.0,1072.0,15356.0
199.0,2018-03-27,LAC,MIL,625.0,820.0,33.0,46.0,592.0,774.0,16676.84,2017-18,19068.0,19068.0,11232.0,3268.0,1591.0,16091.0
200.0,2018-03-27,MIA,CLE,28442.0,95007.0,26104.0,90831.0,2546.0,4176.0,963439.71,2017-18,20093.0,19600.0,13445.0,3665.0,1674.0,18784.0
201.0,2018-03-27,NOP,POR,16354.0,35601.0,14382.0,32259.0,2212.0,3342.0,493899.99,2017-18,15426.0,16903.0,9748.0,1385.0,1869.0,13002.0
202.0,2018-03-27,SAC,DAL,4990.0,9717.0,4519.0,8896.0,528.0,821.0,232098.63,,,,,,,
203.0,2018-03-27,TOR,DEN,12063.0,25585.0,10998.0,23976.0,1178.0,1609.0,401128.45,2017-18,19800.0,19800.0,14558.0,1825.0,1911.0,18294.0
204.0,2018-03-27,WAS,SAS,12658.0,26067.0,11412.0,24236.0,1368.0,1831.0,463253.36,2017-18,19588.0,20356.0,10342.0,2726.0,2736.0,15804.0
205.0,2018-03-26,CHA,NYK,9415.0,18619.0,7954.0,16327.0,1597.0,2292.0,290389.07,2017-18,14487.0,19077.0,9967.0,899.0,650.0,11516.0
206.0,2018-03-26,DET,LAL,22451.0,52516.0,20113.0,48284.0,2648.0,4232.0,922758.27,2017-18,18718.0,20491.0,8605.0,4937.0,2162.0,15704.0
207.0,2018-03-26,MIN,MEM,12253.0,22368.0,11475.0,21241.0,842.0,1127.0,453570.71,2017-18,16290.0,18978.0,7876.0,2835.0,809.0,11520.0
208.0,2018-03-26,PHI,DEN,3056.0,5186.0,145.0,231.0,2914.0,4955.0,147941.96,2017-18,20585.0,20478.0,15381.0,2307.0,498.0,18186.0
209.0,2018-03-26,PHX,BOS,1984.0,3228.0,106.0,169.0,1879.0,3059.0,82797.35,2017-18,18055.0,18055.0,7064.0,2291.0,3683.0,13038.0
210.0,2018-03-25,BRK,CLE,5966.0,11147.0,254.0,414.0,5716.0,10733.0,292644.74,2017-18,17732.0,17732.0,9202.0,2952.0,3644.0,15798.0
211.0,2018-03-25,GSW,UTA,2769.0,4442.0,153.0,265.0,2617.0,4177.0,106971.7,2017-18,19596.0,19596.0,14009.0,2841.0,1058.0,17908.0
212.0,2018-03-25,HOU,ATL,11757.0,23179.0,10509.0,21013.0,1469.0,2166.0,439929.88,2017-18,18055.0,18055.0,11652.0,2430.0,1192.0,15274.0
213.0,2018-03-25,IND,MIA,12258.0,29273.0,11129.0,27416.0,1287.0,1857.0,504727.8,2017-18,17923.0,17923.0,7193.0,4212.0,3128.0,14533.0
214.0,2018-03-25,MIL,SAS,16702.0,35418.0,14643.0,32252.0,2259.0,3166.0,910918.19,2017-18,18717.0,18717.0,8666.0,3485.0,3465.0,15616.0
215.0,2018-03-25,OKC,POR,32911.0,81181.0,29585.0,74803.0,3851.0,6378.0,1536398.56,2017-18,18203.0,18203.0,14581.0,1787.0,562.0,16930.0
216.0,2018-03-25,SAC,BOS,13867.0,31680.0,11919.0,27923.0,2282.0,3757.0,568635.96,2017-18,17583.0,17583.0,9916.0,2303.0,3052.0,15271.0
217.0,2018-03-25,TOR,LAC,8046.0,15217.0,7111.0,13832.0,1023.0,1385.0,250155.14,2017-18,19800.0,19800.0,14702.0,1603.0,1765.0,18070.0
218.0,2018-03-25,WAS,NYK,942.0,1529.0,41.0,62.0,901.0,1467.0,37960.96,2017-18,18884.0,20356.0,10480.0,2068.0,1693.0,14241.0
219.0,2018-03-24,DAL,CHA,5661.0,10794.0,5113.0,10010.0,605.0,784.0,160699.45,2017-18,20085.0,19200.0,12492.0,2725.0,1470.0,16687.0
220.0,2018-03-24,DET,CHI,4391.0,8091.0,3588.0,6900.0,874.0,1191.0,123779.17,2017-18,19139.0,20491.0,8625.0,6265.0,1355.0,16245.0
221.0,2018-03-24,HOU,NOP,2354.0,3578.0,111.0,201.0,2245.0,3377.0,82034.25,2017-18,18055.0,18055.0,12236.0,2456.0,1039.0,15731.0
222.0,2018-03-24,MEM,LAL,16170.0,39569.0,13951.0,35034.0,2607.0,4535.0,738442.21,2017-18,18119.0,17794.0,10150.0,3644.0,2479.0,16273.0
223.0,2018-03-24,ORL,PHX,4158.0,8854.0,3686.0,8175.0,509.0,679.0,109912.38,2017-18,17393.0,18846.0,5816.0,5813.0,2264.0,13893.0
224.0,2018-03-24,PHI,MIN,17032.0,35740.0,14175.0,30931.0,3185.0,4809.0,904610.44,2017-18,20668.0,20478.0,15262.0,1963.0,1122.0,18347.0
225.0,2018-03-23,CHI,MIL,4542.0,9212.0,3844.0,8196.0,751.0,1016.0,138005.91,2017-18,21698.0,20917.0,9860.0,4508.0,5366.0,19734.0
226.0,2018-03-23,CLE,PHX,24940.0,64390.0,21084.0,55835.0,4844.0,8555.0,1270297.66,2017-18,20562.0,20562.0,15136.0,3129.0,788.0,19053.0
227.0,2018-03-23,GSW,ATL,21571.0,48051.0,18912.0,42980.0,3176.0,5071.0,1119177.38,2017-18,19596.0,19596.0,13997.0,2831.0,1054.0,17882.0
228.0,2018-03-23,IND,LAC,7730.0,15507.0,6788.0,14109.0,1017.0,1398.0,251234.46,2017-18,17923.0,17923.0,7685.0,5171.0,2363.0,15219.0
229.0,2018-03-23,NYK,MIN,6633.0,13783.0,5500.0,11897.0,1275.0,1886.0,294700.12,2017-18,18914.0,19812.0,11611.0,1084.0,4123.0,16818.0
230.0,2018-03-23,OKC,MIA,21418.0,51737.0,19361.0,47791.0,2459.0,3946.0,837519.48,2017-18,18203.0,18203.0,14591.0,1641.0,779.0,17011.0
231.0,2018-03-23,POR,BOS,4001.0,6601.0,208.0,354.0,3795.0,6247.0,170354.32,2017-18,19575.0,19393.0,12665.0,1874.0,3125.0,17664.0
232.0,2018-03-23,SAS,UTA,21476.0,52970.0,19224.0,48324.0,2744.0,4646.0,1114361.48,2017-18,18418.0,18418.0,13211.0,2368.0,985.0,16564.0
233.0,2018-03-23,TOR,BRK,6192.0,13101.0,5550.0,12122.0,705.0,979.0,225871.82,2017-18,19800.0,19800.0,14554.0,1684.0,1930.0,18168.0
234.0,2018-03-23,WAS,DEN,846.0,1239.0,38.0,61.0,808.0,1178.0,26344.08,2017-18,19016.0,20356.0,9830.0,2120.0,2101.0,14051.0
235.0,2018-03-22,CHA,MEM,6088.0,11813.0,4904.0,10225.0,1234.0,1588.0,131980.91,2017-18,15033.0,19077.0,9837.0,1585.0,281.0,11703.0
236.0,2018-03-22,DAL,UTA,9280.0,19495.0,8244.0,17588.0,1212.0,1907.0,382624.09,2017-18,19725.0,19200.0,12161.0,1829.0,1512.0,15502.0
237.0,2018-03-22,HOU,DET,21460.0,47127.0,19171.0,43194.0,2672.0,3933.0,784940.91,2017-18,18055.0,18055.0,11891.0,2247.0,1221.0,15359.0
